acc,assay_type,organism
SRR18468197,OTHER,human gut metagenome
SRR28751637,WGS,gut metagenome
ERR6910913,WGS,Homo sapiens
ERR4335098,WGS,gut metagenome
ERR6212214,WGS,metagenome
ERR11564376,WGS,human gut metagenome
SRR30166407,WGS,metagenome
SRR11123016,WGS,pig gut metagenome
ERR11474236,WGS,human gut metagenome
SRR17319353,WGS,human gut metagenome
SRR17241510,WGS,pig gut metagenome
SRR25571557,WGS,human gut metagenome
SRR26820190,WGS,pig gut metagenome
SRR24653449,WGS,human gut metagenome
SRR15032258,WGS,human gut metagenome
ERR11504678,WGS,human gut metagenome
ERR11565130,WGS,human gut metagenome
ERR636396,WGS,human gut metagenome
ERR11566342,WGS,human gut metagenome
SRR22328054,WGS,pig gut metagenome
ERR11029179,WGS,human gut metagenome
ERR11473616,WGS,human gut metagenome
SRR12459389,WGA,human gut metagenome
SRR23626282,WGS,gut metagenome
ERR10692494,WGS,feces metagenome
SRR28060795,WGS,wastewater metagenome
SRR17827905,WGS,feces metagenome
SRR12960524,WGS,pig gut metagenome
ERR11568967,WGS,human gut metagenome
SRR11183711,WGS,pig gut metagenome
SRR8960759,WGS,pig gut metagenome
SRR11125742,WGS,pig gut metagenome
SRR11183415,WGS,pig gut metagenome
ERR10101759,WGS,human gut metagenome
SRR26064518,WGS,pig gut metagenome
ERR11473874,WGS,human gut metagenome
SRR13271768,WGS,metagenome
SRR27538859,WGS,human gut metagenome
SRR19064584,WGS,human gut metagenome
SRR10692341,OTHER,human gut metagenome
ERR1539486,WGS,gut metagenome
SRR25936281,WGS,pig gut metagenome
SRR21858707,WGS,gut metagenome
ERR3522019,WGS,human metagenome
SRR24315771,WGS,human gut metagenome
ERR11563974,WGS,human gut metagenome
SRR11125938,WGS,pig gut metagenome
SRR11126086,WGS,pig gut metagenome
SRR11125752,WGS,pig gut metagenome
SRR11183507,WGS,pig gut metagenome
ERR11474333,WGS,human gut metagenome
ERR11473656,WGS,human gut metagenome
ERR11478457,WGS,human gut metagenome
ERR11456741,WGS,human gut metagenome
ERR3573562,WGS,sediment metagenome
ERR5729345,OTHER,metagenome
SRR22243201,WGA,pig gut metagenome
SRR12143791,WGS,human gut metagenome
SRR14693212,WGS,gut metagenome
ERR3764874,WGS,human gut metagenome
ERR11570119,WGS,human gut metagenome
ERR3588741,WGS,metagenome
ERR9752138,WGS,human feces metagenome
ERR6618633,WGS,human gut metagenome
ERR4865843,WGS,human gut metagenome
SRR11125424,WGS,pig gut metagenome
SRR11183482,WGS,pig gut metagenome
SRR11125028,WGS,pig gut metagenome
ERR10101440,WGS,human gut metagenome
ERR11478293,WGS,human gut metagenome
SRR21938132,OTHER,metagenome
ERR11080701,OTHER,Homo sapiens
SRR12234835,WGS,human gut metagenome
ERR6279619,WGS,human gut metagenome
SRR25779720,WGS,wastewater metagenome
ERR1135252,WGS,pig gut metagenome
ERR1135321,WGS,pig gut metagenome
SRR5650093,WGS,human gut metagenome
ERR2241837,WGS,metagenome
ERR3574474,WGS,sediment metagenome
ERR4398749,WGS,feces metagenome
ERR11564877,WGS,human gut metagenome
ERR11564518,WGS,human gut metagenome
SRR10680346,WGS,human gut metagenome
SRR22352195,WGS,Parabacteroides
SRR11126027,WGS,pig gut metagenome
SRR11126010,WGS,pig gut metagenome
SRR11125687,WGS,pig gut metagenome
ERR11473978,WGS,human gut metagenome
ERR11477372,WGS,human gut metagenome
ERR11478348,WGS,human gut metagenome
ERR11457250,WGS,human gut metagenome
SRR16329046,WGS,feces metagenome
SRR17827864,WGS,feces metagenome
SRR5056940,WGS,human gut metagenome
ERR6395244,WGS,Homo sapiens
SRR8198129,WGS,pig metagenome
SRR25701072,WGS,feces metagenome
SRR19487642,WGS,human gut metagenome
SRR8960203,WGS,pig gut metagenome
ERR11477777,WGS,human gut metagenome
SRR10692688,OTHER,human gut metagenome
ERR5283917,WGS,gut metagenome
ERR6275652,WGS,human gut metagenome
ERR3003413,WGS,human gut metagenome
SRR17241633,WGS,pig gut metagenome
ERR4341770,WGS,gut metagenome
ERR11569019,WGS,human gut metagenome
SRR8960413,WGS,pig gut metagenome
SRR8960556,WGS,pig gut metagenome
ERR11458738,WGS,Homo sapiens
ERR11477592,WGS,human gut metagenome
SRR15244412,WGS,human gut metagenome
ERR13937255,WGS,human gut metagenome
SRR15032152,WGS,human gut metagenome
ERR2759401,WGS,metagenome
ERR11564557,WGS,human gut metagenome
SRR11125263,WGS,pig gut metagenome
SRR19487779,WGS,human gut metagenome
SRR5371389,WGS,bovine gut metagenome
SRR13712919,WGS,human gut metagenome
SRR16894731,WGS,feces metagenome
SRR5056786,WGS,human gut metagenome
ERR3451486,WGS,human metagenome
ERR1430413,WGS,metagenome
ERR1971027,WGS,gut metagenome
SRR22041732,WGS,gut metagenome
ERR6406453,WGS,human gut metagenome
SRR16646051,WGS,human gut metagenome
ERR11504043,WGS,human gut metagenome
ERR11570063,WGS,human gut metagenome
ERR11565429,WGS,human gut metagenome
ERR11566361,WGS,human gut metagenome
SRR10691990,OTHER,human gut metagenome
SRR11125684,WGS,pig gut metagenome
SRR8960868,WGS,pig gut metagenome
SRR8960153,WGS,pig gut metagenome
ERR11473752,WGS,human gut metagenome
ERR11473439,WGS,human gut metagenome
ERR11473434,WGS,human gut metagenome
ERR11472833,WGS,human gut metagenome
SRR28086876,WGS,Homo sapiens
SRR21885890,WGS,metagenome
SRR22098453,WGA,gut metagenome
SRR3313038,WGS,human gut metagenome
SRR21977570,WGA,pig gut metagenome
ERR2597506,WGS,gut metagenome
SRR8898723,WGS,human gut metagenome
SRR17241574,WGS,pig gut metagenome
SRR13517655,WGS,pig gut metagenome
ERR4332528,WGS,Homo sapiens
ERR11564902,WGS,human gut metagenome
ERR11565320,WGS,human gut metagenome
ERR11569593,WGS,human gut metagenome
SRR24752793,WGS,feces metagenome
SRR8960526,WGS,pig gut metagenome
SRR11125352,WGS,pig gut metagenome
SRR11126224,WGS,pig gut metagenome
SRR14369281,WGS,pig gut metagenome
ERR11457719,WGS,human gut metagenome
ERR11478237,WGS,human gut metagenome
SRR21977586,WGA,pig gut metagenome
SRR17241558,WGS,pig gut metagenome
SRR16646180,WGS,human gut metagenome
ERR3764842,WGS,human gut metagenome
ERR1600629,WGS,metagenome
SRR11183819,WGS,pig gut metagenome
SRR11125737,WGS,pig gut metagenome
ERR11457110,WGS,human gut metagenome
ERR11477135,WGS,human gut metagenome
ERR11456620,WGS,human gut metagenome
SRR20632235,WGS,pig gut metagenome
SRR21969388,OTHER,metagenome
SRR25460009,WGS,fermentation metagenome
ERR4097182,WGS,human gut metagenome
SRR11723721,WGS,pig gut metagenome
SRR11125163,WGS,pig gut metagenome
SRR8960799,WGS,pig gut metagenome
SRR14369149,WGS,pig gut metagenome
ERR11458745,WGS,Homo sapiens
ERR11473987,WGS,human gut metagenome
SRR9098007,OTHER,gut metagenome
SRR10692363,OTHER,human gut metagenome
ERR12329550,WGS,metagenome
SRR6915152,WGS,human gut metagenome
ERR6911007,WGS,Homo sapiens
SRR8887159,WGS,human gut metagenome
ERR2597443,WGS,gut metagenome
ERR2241841,WGS,metagenome
ERR7197531,WGS,Sus scrofa
ERR6406553,WGS,human gut metagenome
ERR6406510,WGS,human gut metagenome
SRR22013524,WGS,compost metagenome
ERR8977362,WGS,wastewater metagenome
SRR25936167,WGS,pig gut metagenome
SRR27129253,WGS,human gut metagenome
SRR10692839,OTHER,human gut metagenome
SRR11183377,WGS,pig gut metagenome
ERR11080659,OTHER,Homo sapiens
ERR11473275,WGS,human gut metagenome
SRR21977508,WGA,pig gut metagenome
ERR6275680,WGS,human gut metagenome
ERR10754288,WGS,feces metagenome
ERR2241811,WGS,metagenome
SRR7182054,WGS,pig gut metagenome
SRR13844397,WGS,human gut metagenome
ERR11565404,WGS,human gut metagenome
ERR1600594,WGS,metagenome
ERR11569385,WGS,human gut metagenome
SRR11125404,WGS,pig gut metagenome
ERR11457923,WGS,human gut metagenome
SRR27460772,WGS,Homo sapiens
SRR21938546,OTHER,metagenome
ERR2641578,WGS,human metagenome
SRR18491043,WGS,gut metagenome
SRR8925825,WGS,bioreactor metagenome
SRR25936397,WGS,pig gut metagenome
SRR13740804,WGS,gut metagenome
ERR11570390,WGS,human gut metagenome
ERR11504554,WGS,human gut metagenome
ERR6406423,WGS,human gut metagenome
ERR11564551,WGS,human gut metagenome
SRR11125393,WGS,pig gut metagenome
SRR8960294,WGS,pig gut metagenome
SRR11125282,WGS,pig gut metagenome
ERR11473772,WGS,human gut metagenome
ERR3574902,WGS,sediment metagenome
ERR5729335,OTHER,metagenome
SRR5579979,WGS,human gut metagenome
ERR3218136,WGS,feces metagenome
SRR11123018,WGS,pig gut metagenome
SRR19906133,WGS,pig metagenome
SRR22402369,WGS,gut metagenome
SRR18468075,OTHER,human gut metagenome
ERR11570803,WGS,human gut metagenome
ERR9880719,OTHER,human gut metagenome
ERR11563973,WGS,human gut metagenome
ERR11566332,WGS,human gut metagenome
ERR11566277,WGS,human gut metagenome
SRR11124942,WGS,pig gut metagenome
SRR11126533,WGS,pig gut metagenome
SRR8960434,WGS,pig gut metagenome
SRR8960200,WGS,pig gut metagenome
ERR11457096,WGS,human gut metagenome
ERR11457668,WGS,human gut metagenome
SRR13271589,WGS,metagenome
ERR7746440,WGS,human gut metagenome
ERR3004202,WGS,human gut metagenome
SRR11413610,WGS,metagenome
SRR25571730,WGS,human gut metagenome
SRR24884057,WGS,human gut metagenome
ERR10930179,WGS,pig gut metagenome
SRR24962679,WGA,gut metagenome
ERR8314789,WGS,pig gut metagenome
SRR28429019,WGS,metagenome
SRR19581654,WGS,gut metagenome
SRR5127695,WGS,human gut metagenome
ERR11570285,WGS,human gut metagenome
ERR11473411,WGS,human gut metagenome
ERR11080535,OTHER,Homo sapiens
SRR18652158,WGA,metagenome
SRR11941502,WGS,human gut metagenome
ERR2597499,WGS,gut metagenome
ERR8477580,WGS,Homo sapiens
SRR21747380,WGS,human gut metagenome
SRR8316575,WGS,human gut metagenome
SRR5275477,WGS,human gut metagenome
ERR11473035,WGS,human gut metagenome
ERR11478082,WGS,human gut metagenome
ERR11473713,WGS,human gut metagenome
ERR11473007,WGS,human gut metagenome
SRR22027860,OTHER,metagenome
SRR10692185,OTHER,human gut metagenome
ERR2683133,WGS,wastewater metagenome
ERR1539674,WGS,gut metagenome
SRR18491230,WGS,gut metagenome
SRR13872438,WGS,gut metagenome
SRR27538727,WGS,human gut metagenome
SRR24687015,WGS,human gut metagenome
SRR15032273,WGS,human gut metagenome
ERR4341827,WGS,gut metagenome
ERR11503938,WGS,human gut metagenome
ERR6170181,WGS,human gut metagenome
ERR11569756,WGS,human gut metagenome
ERR11569712,WGS,human gut metagenome
ERR636355,WGS,human gut metagenome
ERR11569681,WGS,human gut metagenome
SRR11124662,WGS,pig gut metagenome
ERR11456869,WGS,human gut metagenome
SRR25701060,WGS,feces metagenome
SRR10828611,WGS,feces metagenome
SRR22460746,WGS,pig metagenome
ERR4334102,WGS,gut metagenome
ERR11565263,WGS,human gut metagenome
SRR10692384,OTHER,human gut metagenome
SRR10692314,OTHER,human gut metagenome
SRR8960780,WGS,pig gut metagenome
SRR8960498,WGS,pig gut metagenome
SRR8960649,WGS,pig gut metagenome
SRR25131767,WGA,hospital metagenome
ERR11457921,WGS,human gut metagenome
ERR11456562,WGS,human gut metagenome
SRR25246850,WGA,human gut metagenome
SRR5930503,WGS,human gut metagenome
ERR4283117,WGS,Homo sapiens
ERR11565128,WGS,human gut metagenome
ERR11566724,WGS,human gut metagenome
SRR11126525,WGS,pig gut metagenome
SRR8960766,WGS,pig gut metagenome
ERR11478445,WGS,human gut metagenome
ERR11478292,WGS,human gut metagenome
ERR11472750,WGS,human gut metagenome
SRR15276871,Targeted-Capture,metagenome
SRR17827941,WGS,feces metagenome
SRR30134522,WGS,human gut metagenome
SRR25936242,WGS,pig gut metagenome
ERR2227652,WGS,gut metagenome
ERR11570418,WGS,human gut metagenome
ERR11570714,WGS,human gut metagenome
ERR9295486,WGS,human gut metagenome
SRR11184112,WGS,pig gut metagenome
ERR11457922,WGS,human gut metagenome
SRR13348637,WGS,metagenome
ERR5729281,OTHER,metagenome
SRR25459885,WGS,fermentation metagenome
SRR17241585,WGS,pig gut metagenome
SRR30834806,WGS,metagenome
SRR13712824,WGS,human gut metagenome
SRR8960391,WGS,pig gut metagenome
SRR11126512,WGS,pig gut metagenome
SRR19065040,WGS,human gut metagenome
SRR18468157,OTHER,human gut metagenome
SRR21969699,OTHER,metagenome
SRR12143697,WGS,human gut metagenome
ERR5862900,OTHER,metagenome
SRR22098447,WGA,gut metagenome
ERR414463,WGS,human gut metagenome
SRR23203950,OTHER,gut metagenome
SRR26820205,WGS,pig gut metagenome
SRR30236050,WGS,human gut metagenome
ERR4341748,WGS,gut metagenome
ERR11569016,WGS,human gut metagenome
SRR24884085,WGS,human gut metagenome
SRR11183505,WGS,pig gut metagenome
SRR11126067,WGS,pig gut metagenome
SRR8960581,WGS,pig gut metagenome
SRR8960429,WGS,pig gut metagenome
SRR8960796,WGS,pig gut metagenome
ERR11457316,WGS,human gut metagenome
ERR11456781,WGS,human gut metagenome
SRR11615156,WGA,metagenome
ERR1539367,WGS,gut metagenome
SRR27108414,WGS,pig gut metagenome
SRR5371453,WGS,bovine gut metagenome
SRR18272927,WGS,human metagenome
ERR11566499,WGS,human gut metagenome
ERR11568918,WGS,human gut metagenome
ERR11564211,WGS,human gut metagenome
SRR11183850,WGS,pig gut metagenome
SRR8960698,WGS,pig gut metagenome
SRR11184025,WGS,pig gut metagenome
ERR11476995,WGS,human gut metagenome
ERR11477308,WGS,human gut metagenome
ERR11457730,WGS,human gut metagenome
ERR11477189,WGS,human gut metagenome
ERR11478264,WGS,human gut metagenome
ERR3562923,WGS,wastewater metagenome
ERR10115414,WGS,human gut metagenome
ERR11029085,WGS,human gut metagenome
ERR11029128,WGS,human gut metagenome
ERR7130359,WGS,metagenome
SRR22460724,WGS,pig metagenome
SRR22098449,WGA,gut metagenome
SRR14143420,WGS,human gut metagenome
ERR1539417,WGS,gut metagenome
ERR2241797,WGS,metagenome
SRR16287287,WGS,feces metagenome
ERR1857075,WGS,human gut metagenome
SRR28555581,WGS,gut metagenome
ERR11564947,WGS,human gut metagenome
ERR11565275,WGS,human gut metagenome
ERR11570241,WGS,human gut metagenome
ERR11564031,WGS,human gut metagenome
SRR21969506,OTHER,metagenome
SRR11125675,WGS,pig gut metagenome
SRR11126417,WGS,pig gut metagenome
ERR11457036,WGS,human gut metagenome
SRR18491209,WGS,gut metagenome
SRR21789198,WGS,metagenome
SRR16244394,WGS,gut metagenome
ERR3607296,WGS,gut metagenome
ERR4335238,WGS,gut metagenome
ERR11570358,WGS,human gut metagenome
ERR11504295,WGS,human gut metagenome
ERR11566560,WGS,human gut metagenome
ERR688601,WGS,human gut metagenome
ERR12109405,WGS,human gut metagenome
SRR11125319,WGS,pig gut metagenome
ERR10101723,WGS,human gut metagenome
ERR11477443,WGS,human gut metagenome
ERR11457791,WGS,human gut metagenome
ERR4678568,WGS,wastewater metagenome
ERR2241922,WGS,metagenome
SRR5558071,WGS,human gut metagenome
SRR28201387,WGS,aquatic metagenome
SRR25936227,WGS,pig gut metagenome
SRR6468594,WGS,human gut metagenome
ERR3521915,WGS,human metagenome
ERR4335135,WGS,gut metagenome
ERR11564723,WGS,human gut metagenome
ERR11504346,WGS,human gut metagenome
ERR11504385,WGS,human gut metagenome
ERR11565087,WGS,human gut metagenome
ERR12109114,WGS,human gut metagenome
SRR11124874,WGS,pig gut metagenome
SRR11183624,WGS,pig gut metagenome
SRR11183898,WGS,pig gut metagenome
ERR11478167,WGS,human gut metagenome
SRR16168957,WGS,gut metagenome
SRR18440697,OTHER,metagenome
ERR3211954,WGS,pig gut metagenome
ERR1539645,WGS,gut metagenome
SRR5580324,WGS,human gut metagenome
SRR2329609,WGS,pig gut metagenome
SRR10769894,WGS,wastewater metagenome
SRR30814699,WGS,bovine metagenome
SRR16372001,WGS,human gut metagenome
SRR21886017,WGS,metagenome
SRR29159000,WGS,metagenome
ERR11570073,WGS,human gut metagenome
ERR11504427,WGS,human gut metagenome
ERR11569250,WGS,human gut metagenome
SRR11184096,WGS,pig gut metagenome
SRR11125258,WGS,pig gut metagenome
ERR11477192,WGS,human gut metagenome
ERR11457621,WGS,human gut metagenome
SRR18191154,WGS,human gut metagenome
SRR8317191,WGS,human gut metagenome
SRR22460801,WGS,pig metagenome
SRR14509763,WGS,metagenome
ERR4341958,WGS,gut metagenome
ERR4341773,WGS,gut metagenome
ERR3764871,WGS,human gut metagenome
ERR11564770,WGS,human gut metagenome
ERR7815480,WGS,human gut metagenome
ERR11564422,WGS,human gut metagenome
SRR11126167,WGS,pig gut metagenome
ERR10101746,WGS,human gut metagenome
ERR5194033,OTHER,metagenome
SRR17319339,WGS,human gut metagenome
SRR7182063,WGS,pig gut metagenome
SRR25321216,WGS,human gut metagenome
ERR12342545,WGS,metagenome
ERR3764903,WGS,human gut metagenome
ERR11504223,WGS,human gut metagenome
ERR3393542,WGS,gut metagenome
ERR11564567,WGS,human gut metagenome
ERR11569303,WGS,human gut metagenome
SRR22013535,WGS,compost metagenome
SRR7193022,WGS,pig metagenome
SRR11183608,WGS,metagenome
SRR11125041,WGS,pig gut metagenome
SRR6000906,WGS,metagenome
ERR11473496,WGS,human gut metagenome
ERR11477330,WGS,human gut metagenome
ERR11457578,WGS,human gut metagenome
SRR20662470,WGS,pig gut metagenome
ERR3574848,WGS,sediment metagenome
ERR3574837,WGS,sediment metagenome
SRR18912941,OTHER,human gut metagenome
SRR27430690,OTHER,human gut metagenome
SRR11650016,WGS,metagenome
SRR28284239,WGS,human gut metagenome
SRR11126334,WGS,pig gut metagenome
ERR11478368,WGS,human gut metagenome
SRR10692679,OTHER,human gut metagenome
SRR22460753,WGS,pig metagenome
SRR4074264,WGS,human gut metagenome
ERR1135264,WGS,pig gut metagenome
SRR18765390,WGS,human metagenome
SRR16279924,WGS,feces metagenome
ERR3261727,WGS,Homo sapiens
SRR30025197,WGS,human gut metagenome
ERR4334107,WGS,gut metagenome
ERR11570814,WGS,human gut metagenome
ERR11564757,WGS,human gut metagenome
ERR6170202,WGS,human gut metagenome
ERR11564608,WGS,human gut metagenome
ERR11569468,WGS,human gut metagenome
SRR11124915,WGS,pig gut metagenome
SRR11125631,WGS,pig gut metagenome
SRR8960672,WGS,pig gut metagenome
ERR9187078,WGS,metagenome
ERR7738532,WGS,human gut metagenome
ERR209837,WGS,human gut metagenome
SRR5866299,WGS,human gut metagenome
SRR27538918,WGS,human gut metagenome
SRR23597087,WGS,human gut metagenome
ERR11570340,WGS,human gut metagenome
SRR19487784,WGS,human gut metagenome
SRR11183622,WGS,pig gut metagenome
ERR11029105,WGS,human gut metagenome
ERR11477414,WGS,human gut metagenome
ERR11477050,WGS,human gut metagenome
SRR4425695,OTHER,feces metagenome
ERR2641687,WGS,human metagenome
SRR22402333,WGS,gut metagenome
SRR18706819,WGS,metagenome
ERR12340806,WGS,metagenome
ERR11569987,WGS,human gut metagenome
SRR11126043,WGS,pig gut metagenome
SRR8960675,WGS,pig gut metagenome
SRR26064553,WGS,pig gut metagenome
SRR10692406,OTHER,human gut metagenome
SRR10692000,OTHER,human gut metagenome
SRR10816062,WGA,human gut metagenome
ERR3764802,WGS,human gut metagenome
ERR11565252,WGS,human gut metagenome
SRR11489747,WGS,pig gut metagenome
SRR18491115,WGS,gut metagenome
ERR11566500,WGS,human gut metagenome
SRR11126066,WGS,pig gut metagenome
SRR8960976,WGS,pig gut metagenome
ERR209809,WGS,human gut metagenome
SRR18572841,WGA,gut metagenome
ERR2597365,WGS,gut metagenome
SRR17241654,WGS,pig gut metagenome
ERR4333998,WGS,gut metagenome
ERR1857069,WGS,human gut metagenome
ERR11564032,WGS,human gut metagenome
SRR30481116,WGS,metagenome
SRR8960345,WGS,pig gut metagenome
SRR11183757,WGS,pig gut metagenome
SRR11125881,WGS,pig gut metagenome
ERR7438484,WGS,Rinodina peloleuca
ERR11477235,WGS,human gut metagenome
ERR11472747,WGS,human gut metagenome
ERR11457573,WGS,human gut metagenome
ERR11457295,WGS,human gut metagenome
ERR7746785,WGS,human gut metagenome
ERR7197657,Hi-C,Sus scrofa
SRR21938289,OTHER,metagenome
ERR12087262,WGS,pig gut metagenome
ERR4097191,WGS,human gut metagenome
SRR5580392,WGS,human gut metagenome
ERR7365610,WGS,human gut metagenome
ERR911995,WGS,human gut metagenome
ERR4283444,WGS,Homo sapiens
SRR20627674,WGS,gut metagenome
SRR27829851,WGS,pig gut metagenome
ERR4334054,WGS,gut metagenome
ERR11504127,WGS,human gut metagenome
ERR11504670,WGS,human gut metagenome
ERR11477170,WGS,human gut metagenome
ERR7738243,WGS,human gut metagenome
ERR3957712,WGS,human gut metagenome
ERR636418,WGS,human gut metagenome
ERR1711645,WGS,human gut metagenome
SRR16279965,WGS,feces metagenome
ERR537012,WGS,metagenome
SRR8898608,WGS,human gut metagenome
SRR10209672,WGS,pig gut metagenome
SRR16555214,WGS,human gut metagenome
SRR23345851,WGS,gut metagenome
ERR11504513,WGS,human gut metagenome
ERR9880682,OTHER,human gut metagenome
