rank,name,diff,sourmash,singleM
genus,g__Cryptobacteroides,-2.468825101,5.683763365,3.214938264
species,s__Streptococcus faecavium,-4.283045686,7.499484679,3.216438993
family,f__Oscillospiraceae,-5.503307223,8.724134137,3.220826914
family,f__Enterobacteriaceae,1.910387968,1.315234704,3.225622673
genus,g__Escherichia,2.313373281,0.922200016,3.235573298
species,s__Prevotella sp002251295,2.791683221,0.448776012,3.240459233
class,c__Bacilli,-7.381803795,10.63343974,3.251635944
family,f__Clostridiaceae,-3.446125388,6.704884749,3.25875936
order,o__Clostridiales,-3.445611793,6.704884749,3.259272955
family,f__Lachnospiraceae,-2.717692445,5.983239352,3.265546907
family,f__Enterobacteriaceae,2.308143999,0.958944623,3.267088622
genus,g__Cryptobacteroides,-2.248265949,5.518160307,3.269894358
order,o__Lachnospirales,-2.769938806,6.040073996,3.27013519
order,o__Enterobacterales,1.869780678,1.408929073,3.278709751
strain,GCF_946909825 s__Escherichia coli,3.281560708,0,3.281560708
species,s__Escherichia coli,2.722203309,0.560483591,3.282686899
order,o__Peptostreptococcales,-1.848512157,5.138760316,3.290248159
genus,g__Streptococcus,-4.207634017,7.499484679,3.291850662
family,f__UBA932,-2.844558615,6.136946761,3.292388145
family,f__Streptococcaceae,-4.217658245,7.521889927,3.304231683
genus,g__Clostridium,-3.091220257,6.411622786,3.32040253
genus,g__Clostridium,-3.387391603,6.708131313,3.32073971
genus,g__UBA2882,-1.091284521,4.414360536,3.323076015
genus,g__Escherichia,2.406994653,0.918809287,3.32580394
strain,AtH2023_SRR17241619_MAG24 s__Prevotella sp002251295,3.331381225,0,3.331381225
genus,g__Faecalibacterium,1.171190239,2.171741074,3.342931313
genus,g__Faecalibacterium,2.133255366,1.213773726,3.347029092
family,f__Lachnospiraceae,-2.398767808,5.746318448,3.34755064
family,f__Lachnospiraceae,-4.041616008,7.389227278,3.34761127
family,f__Enterobacteriaceae,2.415394817,0.940977174,3.356371991
order,o__Lachnospirales,-2.446231767,5.803507601,3.357275834
order,o__Enterobacterales,2.416794476,0.948587045,3.365381521
class,c__Gammaproteobacteria,1.77587699,1.596317811,3.372194801
strain,GCA_963661995 s__Prevotella sp900546535,3.380172105,0,3.380172105
species,s__Prevotella sp900546535,-1.162506011,4.548591317,3.386085306
family,f__Clostridiaceae,-3.230479878,6.619507168,3.389027289
order,o__Clostridiales,-3.238092546,6.627119835,3.389027289
order,o__Lachnospirales,-4.35128614,7.748716111,3.397429971
family,f__Oscillospiraceae,-6.259591532,9.664754409,3.405162877
strain,AtH2023_SRR17241619_MAG24 s__Prevotella sp002251295,3.405496773,0,3.405496773
strain,GCF_946909825 s__Escherichia coli,3.405602059,0,3.405602059
family,f__Lachnospiraceae,-2.573993762,5.992071949,3.418078188
species,s__Prevotella sp002251295,2.303464982,1.116895409,3.420360391
order,o__Lachnospirales,-2.615106681,6.036400835,3.421294155
species,s__Escherichia coli,2.268262623,1.157156645,3.425419267
genus,g__Escherichia,1.286019693,2.148864509,3.434884202
strain,GCF_039031515 s__Blautia_A wexlerae,3.43655127,0,3.43655127
species,s__Blautia_A wexlerae,3.43655127,0,3.43655127
family,f__Oscillospiraceae,-5.366532789,8.807540243,3.441007454
family,f__UBA932,-2.3752699,5.819264979,3.443995078
genus,g__Faecousia,-2.578715722,6.026382528,3.447666806
species,s__UBA2868 sp004552595,-4.313907364,7.768535131,3.454627768
genus,g__Physcousia,-1.087754901,4.543336634,3.455581733
family,f__UBA932,-2.324271069,5.780054676,3.455783607
genus,g__UBA2868,-6.324661239,9.781257362,3.456596123
family,f__Oscillospiraceae,-5.278877782,8.740150245,3.461272463
family,f__Enterobacteriaceae,1.289205936,2.176439306,3.465645242
family,f__Oscillospiraceae,-5.056550729,8.527616147,3.471065417
family,f__Lachnospiraceae,-2.300783214,5.772806422,3.472023209
order,o__Lachnospirales,-2.327669268,5.806746746,3.479077478
family,f__UBA932,-2.771017851,6.251960459,3.480942608
family,f__Paludibacteraceae,-3.537696714,7.02515355,3.487456835
order,o__Enterobacterales,2.28954671,1.200025094,3.489571804
order,o__Oscillospirales,-5.731398499,9.231601244,3.500202745
genus,g__Treponema_D,-1.077948035,4.584106434,3.506158399
order,o__Enterobacterales,2.471266886,1.042561872,3.513828758
genus,g__Blautia_A,3.412809692,0.102990577,3.515800269
genus,g__Cryptobacteroides,-3.568799611,7.092565608,3.523765996
family,f__Clostridiaceae,-3.528395535,7.055860765,3.52746523
order,o__Clostridiales,-3.528395535,7.055860765,3.52746523
order,o__Lactobacillales,-2.705678749,6.247230837,3.541552088
class,c__Gammaproteobacteria,2.218041238,1.328183114,3.546224352
strain,AtH2023_SRR17241619_MAG24 s__Prevotella sp002251295,3.556140576,0,3.556140576
genus,g__Cryptobacteroides,-3.734029176,7.29280274,3.558773564
strain,GCA_037369705 s__Prevotella sp900313215,3.561265389,0,3.561265389
family,f__UBA660,-10.97423702,14.53869297,3.564455951
order,o__RF39,-10.97423702,14.53869297,3.564455951
family,f__UBA932,-3.876983575,7.442006847,3.565023272
species,s__Prevotella sp900313215,2.081708922,1.491382062,3.573090984
species,s__Prevotella sp002251295,2.244023195,1.333092511,3.577115706
class,c__Spirochaetia,-1.509936831,5.090023431,3.580086599
phylum,p__Spirochaetota,-1.509050452,5.090023431,3.580972979
family,f__Treponemataceae,-1.079650787,4.662317888,3.582667101
order,o__Treponematales,-1.084643008,4.667310108,3.582667101
order,o__Lactobacillales,-4.187146782,7.786271856,3.599125075
order,o__Enterobacterales,2.587124248,1.015006499,3.602130746
class,c__Bacilli,-5.64190686,9.263552205,3.621645345
strain,GCF_946409665 s__Streptococcus faecavium,3.624070362,0,3.624070362
family,f__Oscillospiraceae,-4.960612354,8.587824022,3.627211668
species,s__Streptococcus faecavium,-2.553552331,6.187136411,3.63358408
family,f__Lachnospiraceae,-2.296939375,5.931686979,3.634747604
class,c__Gammaproteobacteria,2.300060095,1.336840369,3.636900464
family,f__Lachnospiraceae,-3.432918385,7.072453477,3.639535092
genus,g__Cryptobacteroides,-3.497229863,7.137962963,3.6407331
order,o__Lachnospirales,-2.318086878,5.958948044,3.640861166
strain,AtH2023_SRR17241619_MAG24 s__Prevotella sp002251295,3.656206473,0,3.656206473
genus,g__Cryptobacteroides,-2.763820857,6.420770362,3.656949505
order,o__Lachnospirales,-3.762651453,7.422872977,3.660221524
strain,GCF_004167405 s__Faecalibacterium prausnitzii,3.673874144,0,3.673874144
species,s__Faecalibacterium prausnitzii,3.393601223,0.280272922,3.673874144
phylum,p__Pseudomonadota,1.65941929,2.017368548,3.676787838
order,o__Oscillospirales,-6.405591673,10.09259259,3.68700092
family,f__Lachnospiraceae,-1.635752011,5.331786643,3.696034632
family,f__Oscillospiraceae,-5.420167215,9.123842962,3.703675747
class,c__Gammaproteobacteria,2.316852331,1.389578164,3.706430495
order,o__Lachnospirales,-1.206420643,4.913689002,3.707268359
order,o__Lachnospirales,-1.691611858,5.40321368,3.711601821
genus,g__Cryptobacteroides,-4.280262122,7.9925112,3.712249078
family,f__Oscillospiraceae,-6.182958689,9.90087185,3.717913161
genus,g__Cryptobacteroides,-3.597235879,7.330733782,3.733497903
strain,AtH2023_SRR17241619_MAG24 s__Prevotella sp002251295,3.734220995,0,3.734220995
order,o__Oscillospirales,-6.905017378,10.64749309,3.742475715
strain,GCF_004167405 s__Faecalibacterium prausnitzii,3.744190163,0,3.744190163
species,s__Faecalibacterium prausnitzii,3.517243072,0.226947091,3.744190163
family,f__UBA932,-3.795083789,7.552193275,3.757109486
strain,AtH2023_SRR17241619_MAG24 s__Prevotella sp002251295,3.758440079,0,3.758440079
family,f__Lachnospiraceae,-2.954034754,6.712612362,3.758577608
family,f__UBA932,-4.049241338,7.812880256,3.763638918
genus,g__Streptococcus,-2.554572465,6.322332772,3.767760307
family,f__Streptococcaceae,-2.552932169,6.322332772,3.769400603
phylum,p__Pseudomonadota,2.027627019,1.765670981,3.793298
order,o__Lachnospirales,-3.1761257,6.970720822,3.794595122
strain,AtH2023_SRR17241619_MAG24 s__Prevotella sp002251295,3.795651062,0,3.795651062
genus,g__Faecousia,-8.140693506,11.94678064,3.806087137
strain,AtH2023_SRR17241619_MAG24 s__Prevotella sp002251295,3.818670016,0,3.818670016
species,s__Prevotella sp002251295,1.007738065,2.82167397,3.829412035
strain,AtH2023_SRR17241619_MAG24 s__Prevotella sp002251295,3.838868235,0,3.838868235
class,c__Bacilli,-6.6957027,10.53548873,3.839786032
strain,GCF_946909825 s__Escherichia coli,3.856641082,0,3.856641082
species,s__Escherichia coli,3.778863453,0.081159963,3.860023416
genus,g__Escherichia,3.769498842,0.090524574,3.860023416
genus,g__Cryptobacteroides,-3.6800414,7.547119771,3.867078371
family,f__UBA932,-3.905812166,7.774074074,3.868261909
species,s__Prevotella sp002251295,1.049468379,2.823148148,3.872616527
genus,g__Cryptobacteroides,-3.237296887,7.116317006,3.879020119
strain,AtH2023_SRR17241619_MAG24 s__Prevotella sp002251295,3.87951998,0,3.87951998
family,f__UBA932,-3.050907753,6.934301819,3.883394066
strain,GCA_963661995 s__Prevotella sp900546535,3.888823028,0,3.888823028
class,c__Bacilli,-9.492959366,13.38211248,3.889153116
family,f__Lachnospiraceae,-2.982537889,6.882417059,3.89987917
order,o__Enterobacterales,1.030104024,2.872702921,3.902806945
genus,g__Cryptobacteroides,-2.451409703,6.354332144,3.902922441
order,o__Oscillospirales,-6.182875516,10.08743944,3.904563926
order,o__Lactobacillales,-2.089373345,5.994248552,3.904875208
order,o__Lachnospirales,-3.201804361,7.111165697,3.909361336
genus,g__Cryptobacteroides,-3.221749812,7.14864414,3.926894329
phylum,p__Pseudomonadota,1.735208586,2.194257356,3.929465942
class,c__Spirochaetia,-1.091768542,5.029359936,3.937591395
phylum,p__Spirochaetota,-1.091272842,5.029359936,3.938087094
family,f__UBA932,-4.669342609,8.611005862,3.941663253
family,f__UBA932,-4.051917556,7.99834574,3.946428185
family,f__Lachnospiraceae,-3.107344697,7.058387461,3.951042764
family,f__Oscillospiraceae,-6.667019696,10.61919144,3.952171744
family,f__Oscillospiraceae,-5.247191774,9.203703038,3.956511264
family,f__Oscillospiraceae,-5.128038245,9.08492042,3.956882176
class,c__Bacilli,-4.987302203,8.945910234,3.958608031
family,f__Enterobacteriaceae,3.706827519,0.252064116,3.958891635
strain,GCF_946909825 s__Escherichia coli,3.984076497,0,3.984076497
species,s__Escherichia coli,3.760857433,0.223619152,3.984476585
genus,g__Escherichia,3.761657609,0.223619152,3.985276761
strain,AtH2023_SRR17241619_MAG24 s__Prevotella sp002251295,3.986127973,0,3.986127973
genus,g__Faecalibacterium,3.256358723,0.731041551,3.987400274
order,o__Lachnospirales,-3.310690718,7.300197684,3.989506966
class,c__Spirochaetia,-2.270041996,6.264482111,3.994440114
phylum,p__Spirochaetota,-2.322713364,6.318305388,3.995592024
strain,GCF_004167405 s__Faecalibacterium prausnitzii,4.005460949,0,4.005460949
species,s__Faecalibacterium prausnitzii,4.005460949,0,4.005460949
strain,GCA_963661995 s__Prevotella sp900546535,4.009885228,0,4.009885228
strain,AtH2023_SRR17241619_MAG24 s__Prevotella sp002251295,4.012510579,0,4.012510579
species,s__Prevotella sp002251295,1.25669528,2.765568595,4.022263875
class,c__Bacilli,-6.678322604,10.70643595,4.028113342
strain,GCA_002508965 s__Methanobrevibacter sp900314635,4.035082641,0,4.035082641
species,s__Methanobrevibacter sp900314635,-2.655214213,6.690296854,4.035082641
species,s__Prevotella sp002251295,2.442886153,1.594447004,4.037333157
genus,g__Faecalibacterium,2.996713248,1.045280158,4.041993406
order,o__Peptostreptococcales,-3.98852914,8.037347927,4.048818786
class,c__Bacilli,-7.767507167,11.82199916,4.054491988
family,f__Ruminococcaceae,1.382567143,2.676042509,4.058609652
order,o__Christensenellales,-4.117778625,8.181083687,4.063305063
family,f__Oscillospiraceae,-5.901494933,9.966089692,4.064594759
phylum,p__Verrucomicrobiota,-4.816321856,8.882816218,4.066494362
strain,GCA_963661995 s__Prevotella sp900546535,4.067294805,0,4.067294805
family,f__Lachnospiraceae,-3.285181781,7.36235369,4.077171909
family,f__UBA932,-3.915261164,7.993564129,4.078302964
class,c__Bacilli,-7.751770892,11.83438998,4.082619083
order,o__Lachnospirales,-3.31881466,7.403903957,4.085089297
family,f__UBA932,-3.51168728,7.597383962,4.085696682
family,f__Lachnospiraceae,-2.705273895,6.793283826,4.088009931
order,o__Lachnospirales,-2.748381924,6.848163611,4.099781687
family,f__Lachnospiraceae,-2.919515511,7.030370779,4.110855268
strain,AtH2023_SRR17241619_MAG24 s__Prevotella sp002251295,4.112198154,0,4.112198154
family,f__UBA932,-2.713174213,6.825698586,4.112524373
family,f__Lachnospiraceae,-2.003896721,6.124459141,4.12056242
order,o__Lachnospirales,-2.986102634,7.110433016,4.124330381
order,o__Lachnospirales,-2.010617261,6.135012488,4.124395227
class,c__Spirochaetia,-2.754901312,6.883648687,4.128747375
phylum,p__Spirochaetota,-2.769021617,6.897768992,4.128747375
genus,g__Methanobrevibacter,-2.788684039,6.923992459,4.13530842
genus,g__Cryptobacteroides,-3.365625355,7.513308303,4.147682948
species,s__Prevotella sp002251295,1.423236588,2.725555588,4.148792177
family,f__UBA932,-3.442380897,7.597817281,4.155436383
family,f__Lachnospiraceae,-3.061067114,7.228939762,4.167872648
order,o__Lachnospirales,-3.097047553,7.273945613,4.17689806
family,f__Enterobacteriaceae,3.559313339,0.622406639,4.181719978
order,o__Christensenellales,-5.289278725,9.499071524,4.209792799
class,c__Bacilli,-5.338773476,9.559012187,4.220238711
strain,GCF_004167405 s__Faecalibacterium prausnitzii,4.222069945,0,4.222069945
species,s__Faecalibacterium prausnitzii,4.222069945,0,4.222069945
family,f__Oscillospiraceae,-5.883750967,10.10659236,4.222841396
family,f__Bacteroidaceae,-1.183231418,5.43485899,4.251627572
family,f__Oscillospiraceae,-6.475852713,10.73036185,4.25450914
class,c__Actinomycetes,-4.199531104,8.455890868,4.256359763
class,c__Spirochaetia,-3.179096113,7.460577003,4.28148089
phylum,p__Spirochaetota,-3.178370684,7.460577003,4.282206319
order,o__Oscillospirales,-6.506781001,10.78968689,4.282905888
strain,GCA_963661995 s__Prevotella sp900546535,4.315366238,0,4.315366238
class,c__Bacilli,-7.796493609,12.11801238,4.321518771
family,f__Oscillospiraceae,-5.030790551,9.35277675,4.321986199
genus,g__Cryptobacteroides,-3.355388008,7.677891568,4.32250356
genus,g__Faecalibacterium,4.04558858,0.277908018,4.323496597
genus,g__Cryptobacteroides,-2.539813781,6.875965726,4.336151945
strain,GCF_946909825 s__Escherichia coli,4.363486065,0,4.363486065
class,c__Spirochaetia,-2.26227019,6.628876605,4.366606415
phylum,p__Spirochaetota,-2.266436985,6.633561323,4.367124338
strain,GCF_946909825 s__Escherichia coli,4.368701435,0,4.368701435
order,o__Enterobacterales,3.601518043,0.770243745,4.371761788
family,f__Lachnospiraceae,-3.50135435,7.873513843,4.372159493
family,f__UBA932,-3.784211827,8.160682724,4.376470897
species,s__Escherichia coli,4.377379199,0,4.377379199
genus,g__Escherichia,4.377726528,0,4.377726528
species,s__Escherichia coli,4.37859817,0,4.37859817
genus,g__Escherichia,4.37859817,0,4.37859817
order,o__Lachnospirales,-3.594499159,7.977902798,4.383403639
family,f__Lachnospiraceae,-3.442551809,7.84065595,4.398104141
family,f__Enterobacteriaceae,4.406207452,0,4.406207452
strain,GCA_963661995 s__Prevotella sp900546535,4.407359122,0,4.407359122
order,o__Lachnospirales,-3.457100593,7.86471025,4.407609658
strain,GCF_946909825 s__Escherichia coli,4.412044874,0,4.412044874
order,o__Enterobacterales,3.317245402,1.095659503,4.412904904
class,c__Bacilli,-7.421606536,11.83782931,4.416222775
class,c__Spirochaetia,-1.687141701,6.109185776,4.422044075
phylum,p__Spirochaetota,-1.686120149,6.109185776,4.423065627
species,s__Escherichia coli,4.433001475,0,4.433001475
genus,g__Escherichia,4.366334808,0.066666667,4.433001475
family,f__Enterobacteriaceae,4.328389064,0.115810319,4.444199382
class,c__Gammaproteobacteria,3.352928973,1.093249186,4.446178159
strain,GCF_946909825 s__Escherichia coli,4.448225675,0,4.448225675
species,s__Escherichia coli,4.228225884,0.220213823,4.448439707
genus,g__Escherichia,4.180506939,0.2681468,4.448653739
strain,GCA_022788045 s__Onthovivens sp016302065,4.469212578,0,4.469212578
order,o__Oscillospirales,-10.35097511,14.82479153,4.473816417
genus,g__Treponema_D,-2.028306059,6.502645365,4.474339306
strain,GCF_004167405 s__Faecalibacterium prausnitzii,4.478126423,0,4.478126423
species,s__Faecalibacterium prausnitzii,4.478126423,0,4.478126423
class,c__Gammaproteobacteria,3.155467592,1.36801361,4.523481202
genus,g__Cryptobacteroides,-2.015521249,6.53907205,4.523550801
family,f__Enterobacteriaceae,4.371283389,0.162962963,4.534246352
strain,AtH2023_SRR8960761_MAG04 s__Lactobacillus amylovorus,4.551477612,0,4.551477612
family,f__UBA932,-2.843078946,7.402725102,4.559646156
family,f__Oscillospiraceae,-4.876462061,9.43657172,4.560109659
order,o__Oscillospirales,-7.129549133,11.69078367,4.561234536
phylum,p__Pseudomonadota,3.021990089,1.544214476,4.566204565
family,f__Oscillospiraceae,-8.664514273,13.25065639,4.586142115
order,o__Bacteroidales,-1.201160015,5.794090107,4.592930092
family,f__UBA932,-3.793324289,8.393589706,4.600265417
class,c__Bacilli,-8.594511236,13.19871583,4.604204597
family,f__Lachnospiraceae,-3.481622577,8.099929557,4.61830698
class,c__Spirochaetia,-1.923236592,6.543552963,4.620316371
order,o__Lachnospirales,-3.563938779,8.195176157,4.631237377
phylum,p__Spirochaetota,-1.918034778,6.551041294,4.633006516
strain,AtH2023_SRR8960761_MAG04 s__Lactobacillus amylovorus,4.634166981,0,4.634166981
strain,AtH2023_SRR17241619_MAG24 s__Prevotella sp002251295,4.636434927,0,4.636434927
family,f__Lachnospiraceae,-3.848694746,8.491316123,4.642621377
species,s__Lactobacillus amylovorus,1.675741948,2.977427445,4.653169394
order,o__Lachnospirales,-3.915400961,8.570825155,4.655424193
strain,GCA_963661995 s__Prevotella sp900546535,4.660608302,0,4.660608302
family,f__Lachnospiraceae,-3.075406231,7.74457474,4.669168509
strain,GCA_963661995 s__Prevotella sp900546535,4.67017679,0,4.67017679
family,f__Treponemataceae,-2.15769191,6.831035471,4.673343561
order,o__Treponematales,-2.173329535,6.846673095,4.673343561
strain,GCF_946909825 s__Escherichia coli,4.677289749,0,4.677289749
phylum,p__Pseudomonadota,2.764265451,1.913502208,4.67776766
species,s__Escherichia coli,4.443271652,0.234624554,4.677896205
genus,g__Escherichia,4.385760764,0.293045125,4.678805889
family,f__Enterobacteriaceae,3.875322626,0.810692527,4.686015153
order,o__Oscillospirales,-12.84903682,17.54839799,4.699361173
class,c__Bacteroidia,-1.354831818,6.058450432,4.703618614
phylum,p__Bacteroidota,-1.354831818,6.058450432,4.703618614
order,o__Lachnospirales,-3.168625624,7.88327253,4.714646906
class,c__Bacilli,-7.9693158,12.68914551,4.719829707
family,f__Oscillospiraceae,-6.354104155,11.08968177,4.735577619
strain,GCA_963661995 s__Prevotella sp900546535,4.736129269,0,4.736129269
species,s__Lactobacillus amylovorus,1.563712492,3.173538548,4.73725104
genus,g__Faecalibacterium,2.624811558,2.112600151,4.737411709
family,f__Ruminococcaceae,2.396014658,2.35313804,4.749152698
family,f__Lachnospiraceae,-2.94757506,7.710169007,4.762593947
order,o__Oscillospirales,-5.89834665,10.67350866,4.775162009
family,f__Lachnospiraceae,-2.826676867,7.602212444,4.775535576
order,o__Lachnospirales,-3.110236255,7.888572635,4.77833638
strain,GCF_946409665 s__Streptococcus faecavium,4.780244375,0,4.780244375
species,s__Onthovivens sp016302065,-1.349752179,6.130530217,4.780778038
order,o__Lachnospirales,-2.880138068,7.666286619,4.786148551
species,s__Streptococcus faecavium,-6.316909234,11.12241542,4.805506189
class,c__Bacilli,-4.310493008,9.14448357,4.833990562
genus,g__Onthovivens,-6.413634423,11.25290919,4.839274766
family,f__UBA932,-2.394614168,7.253370797,4.858756628
order,o__Oscillospirales,-6.079199463,10.94796801,4.868768545
family,f__Ruminococcaceae,3.082342742,1.789352543,4.871695285
strain,GCA_963661995 s__Prevotella sp900546535,4.883719575,0,4.883719575
genus,g__Streptococcus,-6.228714479,11.12241542,4.893700944
species,s__Prevotella sp900546535,-4.01139899,8.905316046,4.893917057
family,f__Streptococcaceae,-6.233390279,11.13063674,4.897246462
family,f__CAG-826,-6.621917886,11.52094065,4.899022761
order,o__Enterobacterales,3.895223098,1.008676564,4.903899662
order,o__Enterobacterales,3.963482524,0.951235899,4.914718424
strain,GCF_004167405 s__Faecalibacterium prausnitzii,4.92033304,0,4.92033304
species,s__Faecalibacterium prausnitzii,4.92033304,0,4.92033304
order,o__Enterobacterales,3.876696617,1.050850689,4.927547306
family,f__Lachnospiraceae,-5.564814462,10.5153572,4.950542736
order,o__RFN20,-6.646427128,11.59925437,4.952827238
family,f__Enterobacteriaceae,4.182149237,0.770774638,4.952923875
class,c__Bacilli,-8.192796833,13.16780707,4.975010242
class,c__Bacilli,-8.349101832,13.32590809,4.976806263
order,o__Lachnospirales,-5.760283941,10.74062746,4.980343522
class,c__Bacilli,-8.071482963,13.05936802,4.987885055
order,o__Enterobacterales,3.820019405,1.175,4.995019405
class,c__Gammaproteobacteria,3.629229586,1.367131871,4.996361457
order,o__Christensenellales,-7.349478762,12.35848854,5.009009777
class,c__Bacilli,-8.382439047,13.39904077,5.016601725
family,f__Lachnospiraceae,-4.406071074,9.430553629,5.024482555
class,c__Gammaproteobacteria,3.676114213,1.351709749,5.027823963
class,c__Bacilli,-7.685391014,12.7295869,5.044195891
order,o__Lachnospirales,-4.547997415,9.593595274,5.045597859
class,c__Bacilli,-9.224533908,14.28216944,5.057635536
class,c__Gammaproteobacteria,3.663313046,1.395177048,5.058490094
strain,AtH2023_SRR17241619_MAG24 s__Prevotella sp002251295,5.064380508,0,5.064380508
strain,GCA_937937625 s__Caccovivens sp003522085,5.080456462,0,5.080456462
class,c__Bacilli,-7.687470572,12.77550631,5.088035735
species,s__Prevotella sp002251295,1.003521963,4.092366902,5.095888865
family,f__Oscillospiraceae,-7.150953619,12.24969175,5.098738129
family,f__Lachnospiraceae,-2.873172496,7.974784552,5.101612055
class,c__Bacilli,-8.362659842,13.47348736,5.11082752
class,c__Bacilli,-8.275727611,13.38979455,5.114066936
order,o__Lachnospirales,-2.919935652,8.034631344,5.114695692
family,f__Lachnospiraceae,-2.54959119,7.675541024,5.125949834
class,c__Gammaproteobacteria,3.476684774,1.662037037,5.138721811
species,s__Caccovivens sp003522085,-17.20599027,22.34588191,5.13989164
order,o__Lachnospirales,-2.599730686,7.740212458,5.140481772
order,o__Enterobacterales,4.237095321,0.909287929,5.14638325
family,f__Lachnospiraceae,-4.686357297,9.835045129,5.148687832
phylum,p__Pseudomonadota,3.316078997,1.833957388,5.150036385
order,o__Lachnospirales,-4.764221406,9.930011891,5.165790485
genus,g__Caccovivens,-19.16103265,24.32688808,5.165855429
genus,g__Faecalibacterium,3.121341094,2.059527609,5.180868703
class,c__Bacilli,-8.115860665,13.30722047,5.191359809
class,c__Bacilli,-8.354774738,13.5462963,5.191521558
class,c__Bacilli,-8.992428777,14.18720988,5.194781102
phylum,p__Pseudomonadota,3.172758229,2.037731179,5.210489408
class,c__Gammaproteobacteria,3.901161407,1.346499948,5.247661355
class,c__Bacilli,-7.366310202,12.6141312,5.247820996
family,f__Lachnospiraceae,-1.179109046,6.442430222,5.263321175
genus,g__Faecalibacterium,4.114431493,1.15219883,5.266630323
family,f__Oscillospiraceae,-7.399406628,12.67307308,5.273666455
phylum,p__Actinomycetota,-5.7539881,11.03662995,5.282641852
order,o__Lachnospirales,-1.36939359,6.653101492,5.283707903
phylum,p__Pseudomonadota,3.186021224,2.110041462,5.296062686
strain,AtH2023_SRR8960761_MAG04 s__Lactobacillus amylovorus,5.299304842,0,5.299304842
class,c__Bacilli,-9.415266592,14.72069026,5.305423669
class,c__Bacilli,-8.358994851,13.66582472,5.306829865
class,c__Bacilli,-7.997763071,13.3105097,5.312746624
family,f__Ruminococcaceae,1.126205518,4.198350525,5.324556043
strain,GCF_004167405 s__Faecalibacterium prausnitzii,5.32793951,0,5.32793951
species,s__Faecalibacterium prausnitzii,5.32793951,0,5.32793951
phylum,p__Pseudomonadota,2.874648637,2.475,5.349648637
phylum,p__Pseudomonadota,3.539254962,1.815749055,5.355004018
genus,g__Treponema_D,-1.529960492,6.885487511,5.355527019
order,o__Oscillospirales,-7.464218248,12.83107606,5.366857815
family,f__Lachnospiraceae,-6.500407721,11.88231672,5.381909002
order,o__Lachnospirales,-6.589948879,11.99006548,5.400116602
family,f__Lachnospiraceae,-3.310290952,8.722721775,5.412430824
class,c__Bacilli,-7.735335236,13.14874839,5.413413153
class,c__Bacilli,-8.371650038,13.78520556,5.413555522
order,o__Lachnospirales,-3.39251384,8.818425619,5.425911779
family,f__Methanobacteriaceae,-4.421208715,9.865603308,5.444394593
order,o__Methanobacteriales,-4.45074645,9.895141043,5.444394593
class,c__Methanobacteria,-4.45074645,9.895141043,5.444394593
phylum,p__Methanobacteriota,-4.462909046,9.907303639,5.444394593
order,o__Oscillospirales,-9.428214648,14.87397628,5.44576163
species,s__Lactobacillus amylovorus,2.73626237,2.774968738,5.511231108
strain,GCA_963661995 s__Prevotella sp900546535,5.523141735,0,5.523141735
order,o__Oscillospirales,-7.092013818,12.64429806,5.552284238
family,f__Lachnospiraceae,-4.896532458,10.4512276,5.554695147
order,o__Lachnospirales,-4.954678621,10.51959542,5.564916802
family,f__Lactobacillaceae,-1.228541215,6.798926857,5.570385642
genus,g__Treponema_D,-1.510130338,7.083713519,5.573583181
strain,GCF_946909825 s__Escherichia coli,5.576514896,0,5.576514896
species,s__Escherichia coli,4.721177846,0.856485257,5.577663103
strain,GCF_946909825 s__Escherichia coli,5.608487203,0,5.608487203
superkingdom,d__Archaea,-5.115637134,10.73262269,5.616985556
species,s__Escherichia coli,5.622268572,0,5.622268572
genus,g__Escherichia,5.557636578,0.064897021,5.622533599
class,c__Spirochaetia,-3.081956351,8.714500421,5.63254407
phylum,p__Spirochaetota,-3.081594525,8.714500421,5.632905896
family,f__Oscillospiraceae,-15.00478395,20.64346922,5.638685261
family,f__Treponemataceae,-1.616042231,7.284587833,5.668545602
order,o__Treponematales,-1.616042231,7.284587833,5.668545602
family,f__Enterobacteriaceae,5.497855526,0.219027446,5.716882972
order,o__Oscillospirales,-10.89965752,16.64033848,5.74068096
family,f__Lachnospiraceae,-1.181966983,6.927694357,5.745727374
order,o__Lachnospirales,-1.203430882,6.954149866,5.750718984
family,f__Lactobacillaceae,-1.601408598,7.373701182,5.772292585
class,c__Bacilli,-8.438708678,14.23943088,5.800722198
order,o__Oscillospirales,-9.965083058,15.8210916,5.856008546
family,f__Treponemataceae,-1.949308792,7.807390577,5.858081785
order,o__Treponematales,-1.953869325,7.812763867,5.858894542
order,o__Oscillospirales,-7.735998905,13.59599438,5.859995477
family,f__Lachnospiraceae,-5.122271164,11.02828,5.906008833
family,f__Lachnospiraceae,-4.112089005,10.02737783,5.915288828
order,o__Lachnospirales,-5.235297791,11.15118657,5.915888774
genus,g__Faecalibacterium,4.05622553,1.870206665,5.926432195
order,o__Lachnospirales,-4.411153284,10.34744244,5.936289154
genus,g__Escherichia,3.596480974,2.345819968,5.942300942
class,c__Bacilli,-6.778859408,12.73406965,5.955210238
family,f__Enterobacteriaceae,3.606632069,2.365030175,5.971662243
order,o__Enterobacterales,3.611060868,2.365030175,5.976091043
order,o__Oscillospirales,-10.48100794,16.48130058,6.000292642
strain,GCF_946909825 s__Escherichia coli,6.006566765,0,6.006566765
species,s__Escherichia coli,5.684524899,0.322041865,6.006566765
